140,19,1092,2017-04-21 06:57:00,2017-04-21 06:56:00,2017-04-21 23:31:20,2017-04-21 23:31:20
141,19,1672,2017-04-21 07:01:00,2017-04-21 07:00:00,2017-04-21 23:31:20,2017-04-21 23:31:20
142,19,3040,2017-04-21 07:07:00,2017-04-21 07:07:00,2017-04-21 23:31:20,2017-04-21 23:31:20
143,19,1773,2017-04-21 07:10:00,2017-04-21 07:09:00,2017-04-21 23:31:20,2017-04-21 23:31:20
144,19,1774,2017-04-21 07:14:00,2017-04-21 07:14:00,2017-04-21 23:31:20,2017-04-21 23:31:20
145,20,1637,2017-04-21 06:44:00,2017-04-21 06:44:00,2017-04-21 23:31:20,2017-04-21 23:31:20
146,20,283,2017-04-21 06:56:00,2017-04-21 06:55:00,2017-04-21 23:31:20,2017-04-21 23:31:20
147,20,1127,2017-04-21 07:06:00,2017-04-21 07:05:00,2017-04-21 23:31:20,2017-04-21 23:31:20
148,20,2767,2017-04-21 07:16:00,2017-04-21 07:12:00,2017-04-21 23:31:20,2017-04-21 23:31:20
149,20,2824,2017-04-21 07:22:00,2017-04-21 07:21:00,2017-04-21 23:31:20,2017-04-21 23:31:20
150,20,1092,2017-04-21 07:27:00,2017-04-21 07:26:00,2017-04-21 23:31:20,2017-04-21 23:31:20
151,20,1672,2017-04-21 07:31:00,2017-04-21 07:30:00,2017-04-21 23:31:20,2017-04-21 23:31:20
152,20,3040,2017-04-21 07:37:00,2017-04-21 07:36:00,2017-04-21 23:31:20,2017-04-21 23:31:20
153,20,1773,2017-04-21 07:39:00,2017-04-21 07:39:00,2017-04-21 23:31:20,2017-04-21 23:31:20
154,20,1774,2017-04-21 07:44:00,2017-04-21 07:44:00,2017-04-21 23:31:20,2017-04-21 23:31:20
155,21,1637,2017-04-21 07:38:00,2017-04-21 07:38:00,2017-04-21 23:31:20,2017-04-21 23:31:20
156,21,283,2017-04-21 07:51:00,2017-04-21 07:49:00,2017-04-21 23:31:20,2017-04-21 23:31:20
157,21,2767,2017-04-21 08:04:00,2017-04-21 08:02:00,2017-04-21 23:31:20,2017-04-21 23:31:20
158,21,2824,2017-04-21 08:10:00,2017-04-21 08:09:00,2017-04-21 23:31:20,2017-04-21 23:31:20
159,21,1092,2017-04-21 08:16:00,2017-04-21 08:15:00,2017-04-21 23:31:20,2017-04-21 23:31:20
160,21,1774,2017-04-21 08:27:00,2017-04-21 08:27:00,2017-04-21 23:31:20,2017-04-21 23:31:20
161,22,1637,2017-04-21 07:43:00,2017-04-21 07:43:00,2017-04-21 23:31:20,2017-04-21 23:31:20
162,22,283,2017-04-21 07:56:00,2017-04-21 07:54:00,2017-04-21 23:31:20,2017-04-21 23:31:20
163,22,1127,2017-04-21 08:05:00,2017-04-21 08:04:00,2017-04-21 23:31:20,2017-04-21 23:31:20
164,22,2767,2017-04-21 08:14:00,2017-04-21 08:10:00,2017-04-21 23:31:20,2017-04-21 23:31:20
165,22,2824,2017-04-21 08:22:00,2017-04-21 08:21:00,2017-04-21 23:31:20,2017-04-21 23:31:20
166,22,1092,2017-04-21 08:27:00,2017-04-21 08:26:00,2017-04-21 23:31:20,2017-04-21 23:31:20
167,22,1672,2017-04-21 08:31:00,2017-04-21 08:30:00,2017-04-21 23:31:20,2017-04-21 23:31:20
168,22,3040,2017-04-21 08:37:00,2017-04-21 08:36:00,2017-04-21 23:31:20,2017-04-21 23:31:20
169,22,1773,2017-04-21 08:39:00,2017-04-21 08:39:00,2017-04-21 23:31:20,2017-04-21 23:31:20
170,22,1774,2017-04-21 08:44:00,2017-04-21 08:44:00,2017-04-21 23:31:20,2017-04-21 23:31:20
171,23,1637,2017-04-21 08:08:00,2017-04-21 08:08:00,2017-04-21 23:31:20,2017-04-21 23:31:20
172,23,283,2017-04-21 08:21:00,2017-04-21 08:19:00,2017-04-21 23:31:20,2017-04-21 23:31:20
173,23,2767,2017-04-21 08:34:00,2017-04-21 08:32:00,2017-04-21 23:31:20,2017-04-21 23:31:20
174,23,2824,2017-04-21 08:41:00,2017-04-21 08:40:00,2017-04-21 23:31:20,2017-04-21 23:31:20
175,23,1092,2017-04-21 08:46:00,2017-04-21 08:45:00,2017-04-21 23:31:20,2017-04-21 23:31:20
176,23,1774,2017-04-21 08:57:00,2017-04-21 08:57:00,2017-04-21 23:31:20,2017-04-21 23:31:20
177,24,1637,2017-04-21 08:13:00,2017-04-21 08:13:00,2017-04-21 23:31:21,2017-04-21 23:31:21
178,24,283,2017-04-21 08:26:00,2017-04-21 08:24:00,2017-04-21 23:31:21,2017-04-21 23:31:21
179,24,1127,2017-04-21 08:36:00,2017-04-21 08:35:00,2017-04-21 23:31:21,2017-04-21 23:31:21
180,24,2767,2017-04-21 08:46:00,2017-04-21 08:42:00,2017-04-21 23:31:21,2017-04-21 23:31:21
181,24,2824,2017-04-21 08:53:00,2017-04-21 08:52:00,2017-04-21 23:31:21,2017-04-21 23:31:21
182,24,1092,2017-04-21 08:58:00,2017-04-21 08:57:00,2017-04-21 23:31:21,2017-04-21 23:31:21
183,24,1672,2017-04-21 09:01:00,2017-04-21 09:01:00,2017-04-21 23:31:21,2017-04-21 23:31:21
184,24,3040,2017-04-21 09:07:00,2017-04-21 09:06:00,2017-04-21 23:31:21,2017-04-21 23:31:21
185,24,1773,2017-04-21 09:09:00,2017-04-21 09:09:00,2017-04-21 23:31:21,2017-04-21 23:31:21
186,24,1774,2017-04-21 09:14:00,2017-04-21 09:14:00,2017-04-21 23:31:21,2017-04-21 23:31:21
187,25,1637,2017-04-21 08:38:00,2017-04-21 08:38:00,2017-04-21 23:31:21,2017-04-21 23:31:21
188,25,283,2017-04-21 08:51:00,2017-04-21 08:49:00,2017-04-21 23:31:21,2017-04-21 23:31:21
189,25,2767,2017-04-21 09:04:00,2017-04-21 09:02:00,2017-04-21 23:31:21,2017-04-21 23:31:21
190,25,2824,2017-04-21 09:11:00,2017-04-21 09:10:00,2017-04-21 23:31:21,2017-04-21 23:31:21
191,25,1092,2017-04-21 09:16:00,2017-04-21 09:15:00,2017-04-21 23:31:21,2017-04-21 23:31:21
192,25,1774,2017-04-21 09:27:00,2017-04-21 09:27:00,2017-04-21 23:31:21,2017-04-21 23:31:21
193,26,1637,2017-04-21 11:13:00,2017-04-21 11:13:00,2017-04-21 23:31:21,2017-04-21 23:31:21
194,26,283,2017-04-21 11:26:00,2017-04-21 11:24:00,2017-04-21 23:31:21,2017-04-21 23:31:21
195,26,1127,2017-04-21 11:35:00,2017-04-21 11:34:00,2017-04-21 23:31:21,2017-04-21 23:31:21
196,26,2767,2017-04-21 11:49:00,2017-04-21 11:41:00,2017-04-21 23:31:21,2017-04-21 23:31:21
197,26,2824,2017-04-21 11:55:00,2017-04-21 11:54:00,2017-04-21 23:31:21,2017-04-21 23:31:21
198,26,1092,2017-04-21 12:00:00,2017-04-21 11:59:00,2017-04-21 23:31:21,2017-04-21 23:31:21
199,26,1672,2017-04-21 12:04:00,2017-04-21 12:02:00,2017-04-21 23:31:21,2017-04-21 23:31:21
200,26,3040,2017-04-21 12:10:00,2017-04-21 12:09:00,2017-04-21 23:31:21,2017-04-21 23:31:21
201,26,1773,2017-04-21 12:12:00,2017-04-21 12:12:00,2017-04-21 23:31:21,2017-04-21 23:31:21
202,26,1774,2017-04-21 12:18:00,2017-04-21 12:18:00,2017-04-21 23:31:21,2017-04-21 23:31:21
203,27,1637,2017-04-21 12:08:00,2017-04-21 12:08:00,2017-04-21 23:31:21,2017-04-21 23:31:21
204,27,283,2017-04-21 12:21:00,2017-04-21 12:19:00,2017-04-21 23:31:21,2017-04-21 23:31:21
205,27,2767,2017-04-21 12:34:00,2017-04-21 12:32:00,2017-04-21 23:31:21,2017-04-21 23:31:21
206,27,1092,2017-04-21 12:46:00,2017-04-21 12:45:00,2017-04-21 23:31:21,2017-04-21 23:31:21
207,27,1774,2017-04-21 12:59:00,2017-04-21 12:59:00,2017-04-21 23:31:21,2017-04-21 23:31:21
208,28,1637,2017-04-21 12:13:00,2017-04-21 12:13:00,2017-04-21 23:31:21,2017-04-21 23:31:21
209,28,283,2017-04-21 12:26:00,2017-04-21 12:24:00,2017-04-21 23:31:21,2017-04-21 23:31:21
210,28,1127,2017-04-21 12:36:00,2017-04-21 12:35:00,2017-04-21 23:31:21,2017-04-21 23:31:21
211,28,2767,2017-04-21 12:46:00,2017-04-21 12:42:00,2017-04-21 23:31:21,2017-04-21 23:31:21
212,28,1092,2017-04-21 12:57:00,2017-04-21 12:56:00,2017-04-21 23:31:21,2017-04-21 23:31:21
213,28,1672,2017-04-21 13:01:00,2017-04-21 13:00:00,2017-04-21 23:31:21,2017-04-21 23:31:21
214,28,3040,2017-04-21 13:07:00,2017-04-21 13:07:00,2017-04-21 23:31:21,2017-04-21 23:31:21
215,28,1773,2017-04-21 13:10:00,2017-04-21 13:09:00,2017-04-21 23:31:21,2017-04-21 23:31:21
216,28,1774,2017-04-21 13:14:00,2017-04-21 13:14:00,2017-04-21 23:31:21,2017-04-21 23:31:21
217,29,1637,2017-04-21 12:57:00,2017-04-21 12:57:00,2017-04-21 23:31:21,2017-04-21 23:31:21
218,29,283,2017-04-21 13:10:00,2017-04-21 13:08:00,2017-04-21 23:31:21,2017-04-21 23:31:21
219,29,1127,2017-04-21 13:21:00,2017-04-21 13:20:00,2017-04-21 23:31:21,2017-04-21 23:31:21
220,29,2767,2017-04-21 13:36:00,2017-04-21 13:25:00,2017-04-21 23:31:21,2017-04-21 23:31:21
221,29,1092,2017-04-21 13:49:00,2017-04-21 13:48:00,2017-04-21 23:31:21,2017-04-21 23:31:21
222,29,1774,2017-04-21 14:01:00,2017-04-21 14:01:00,2017-04-21 23:31:21,2017-04-21 23:31:21
223,30,1637,2017-04-21 13:13:00,2017-04-21 13:13:00,2017-04-21 23:31:21,2017-04-21 23:31:21
224,30,283,2017-04-21 13:26:00,2017-04-21 13:24:00,2017-04-21 23:31:21,2017-04-21 23:31:21
225,30,1127,2017-04-21 13:36:00,2017-04-21 13:35:00,2017-04-21 23:31:21,2017-04-21 23:31:21
226,30,2767,2017-04-21 13:46:00,2017-04-21 13:42:00,2017-04-21 23:31:21,2017-04-21 23:31:21
227,30,2824,2017-04-21 13:52:00,2017-04-21 13:51:00,2017-04-21 23:31:21,2017-04-21 23:31:21
228,30,1092,2017-04-21 13:57:00,2017-04-21 13:56:00,2017-04-21 23:31:21,2017-04-21 23:31:21
229,30,1672,2017-04-21 14:01:00,2017-04-21 14:00:00,2017-04-21 23:31:21,2017-04-21 23:31:21
230,30,3040,2017-04-21 14:07:00,2017-04-21 14:06:00,2017-04-21 23:31:21,2017-04-21 23:31:21
