204,Baraqueville-Carce.Pey.,Baraqueville Carce.Pey.,2.42750700,44.27037300,1,2018-01-31 13:43:41,2018-12-17 04:25:04
205,Bardonecchia-Stazione,Bardonecchia Stazione,6.70962900,45.07642000,1,2018-01-31 13:43:41,2018-12-17 03:49:14
206,Barentin,Barentin,0.95333600,49.55012900,1,2018-01-31 13:43:41,2018-12-17 03:38:11
207,Barenton-Bugny,Barenton Bugny,3.65581600,49.63065500,1,2018-01-31 13:43:41,2018-12-17 04:30:38
208,Barjac,Barjac,3.41056400,44.49935200,1,2018-01-31 13:43:41,2018-12-17 04:21:56
209,Baroncourt,Baroncourt,5.70018700,49.28435500,1,2018-01-31 13:43:41,2018-12-17 03:42:44
210,Barr,Barr,7.45688900,48.40302700,1,2018-01-31 13:43:41,2018-12-17 04:10:00
211,Barsac,Barsac,-0.32052400,44.60406500,1,2018-01-31 13:43:41,2018-12-17 03:36:25
212,Bartenheim,Bartenheim,7.48767000,47.63477800,1,2018-01-31 13:43:41,2018-12-17 03:48:32
213,Bas-Evette,Bas Evette,6.80704400,47.68107400,1,2018-01-31 13:43:41,2018-12-17 04:28:29
214,Bas-Monistrol,Bas Monistrol,4.13972000,45.29766200,1,2018-01-31 13:43:41,2018-12-17 04:25:08
215,Bascharage-Sanem,Bascharage Sanem,5.92459800,49.55843200,1,2018-01-31 13:43:41,2018-12-17 03:42:40
216,Basel-SBB,Basel SBB,7.58955100,47.54702900,1,2018-01-31 13:43:41,2018-12-17 03:48:32
217,Basse-Ham,Basse Ham,6.23447500,49.38026800,1,2018-01-31 13:43:41,2018-12-13 03:44:21
218,Bassens,Bassens,-0.52229300,44.90126200,1,2018-01-31 13:43:41,2018-12-17 03:40:10
219,Basses-Sammarçolles,Basses Sammarçolles,0.00000000,0.00000000,1,2018-01-31 13:43:41,2018-07-06 00:05:09
220,Batz-sur-Mer,Batz sur Mer,-2.47903000,47.28086000,1,2018-01-31 13:43:41,2018-12-17 03:34:34
221,Baule,Baule,1.66862000,47.81194400,1,2018-01-31 13:43:41,2018-12-17 04:22:24
222,Baume-les-Dames,Baume les Dames,6.35966300,47.35395100,1,2018-01-31 13:43:41,2018-12-17 04:30:04
223,Bauvin Provin,Bauvin Provin,2.90539100,50.51115100,1,2018-01-31 13:43:41,2018-12-17 04:23:48
224,Bayard,Bayard,5.07628200,48.55150200,1,2018-01-31 13:43:41,2018-12-17 03:40:19
225,Bayeux,Bayeux,-0.69769400,49.26945400,1,2018-01-31 13:43:41,2018-12-17 04:29:41
226,Bayon,Bayon,6.32289000,48.46802600,1,2018-01-31 13:43:41,2018-12-17 03:33:17
227,Bayonne,Bayonne,-1.47042300,43.49674000,1,2018-01-31 13:43:41,2018-12-17 04:21:42
228,Bazancourt,Bazancourt,4.17397400,49.36098800,1,2018-01-31 13:43:41,2018-12-17 04:30:28
229,Baziège,Baziège,1.62069100,43.45353800,1,2018-01-31 13:43:41,2018-12-17 03:47:45
230,Béard,Béard,3.31811000,46.86529500,1,2018-01-31 13:43:41,2018-12-17 04:31:51
231,Beau Marais,Beau Marais,1.89809700,50.94539300,1,2018-01-31 13:43:41,2018-12-17 04:27:55
232,Beaucaire,Beaucaire,4.64732100,43.80215900,1,2018-01-31 13:43:41,2018-12-17 03:43:23
233,Beaugency,Beaugency,1.62594400,47.77835100,1,2018-01-31 13:43:41,2018-12-17 04:22:52
234,Beaulieu-sur-Mer,Beaulieu sur Mer,7.33156400,43.70667800,1,2018-01-31 13:43:41,2018-12-17 03:46:46
235,Beaumont-le-Roger,Beaumont le Roger,0.77263700,49.07418600,1,2018-01-31 13:43:41,2018-12-17 04:29:34
236,Beaune,Beaune,4.84872200,47.02303000,1,2018-01-31 13:43:41,2018-12-17 04:26:38
237,Beautiran,Beautiran,-0.45019400,44.70102700,1,2018-01-31 13:43:41,2018-12-17 03:36:29
238,Beauvais-Gare-SNCF,Beauvais Gare SNCF,2.08865700,49.42651600,1,2018-01-31 13:43:41,2018-12-17 03:41:29
239,Beauvoir-sur-Niort,Beauvoir sur Niort,-0.46917900,46.17669700,1,2018-01-31 13:43:41,2018-12-17 04:31:21
240,Beauvoisin,Beauvoisin,4.32204600,43.72493600,1,2018-01-31 13:43:41,2018-12-17 04:21:01
